WDPAID,NAME,CONTINENT,COUNTRY,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,?,MEAN_VISITATION,SOURCE,NOTES,,,,,,,,,,,,,,
93264,Collyweston Great Wood & Easton Hornstocks,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,200,,,,,,200,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10989,Moccas Park,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,200,,,,,,200,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10953,Brettenham Heath,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,250,,,,,,250,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555581081,Havergate Island & Boyton Marshes,Europe,United Kingdom,,,384,437,,120,144,,,,,,,,,,,,,,,,,,,271.25,Balmford et al. (2015),,,,,,,,,,,,,,,
10557,Dengie,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,300,,,,,,300,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
137445,Muckle Moss,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,300,,,,,,300,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11003,Rostherne Mere,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,400,,,,,,400,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11026,Wychwood,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,400,,,,,,400,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10999,Parsonage Down,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,450,,,,,,450,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
39879,Goss Moor,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,500,,,,,,500,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555581042,Nene Washes,Europe,United Kingdom,,,548,730,,255,703,,,,,,,,,,,,,,,,,,,559,Balmford et al. (2015),,,,,,,,,,,,,,,
11034,Blawhorn Moss,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
142760,Duddon Mosses,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,1000,,,,,,1000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10960,Chippenham Fen,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,1500,,,,,,1500,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
1481,Noss,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
11045,Glen Nant,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,1700,1700,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
93262,Aqualate Mere,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,2000,,,,,,2000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10978,Hartland Moor,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,2000,,,,,,2000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
142801,South Solway Mosses,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,2000,,,,,,2000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
169611,Great Asby Scar,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,2500,,,,,,2500,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
142904,Y Berwyn,Europe,United Kingdom,,,,,,,,,,,,,,,,,,2500,,,,,,,,2500,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
139840,Yr Eifl,Europe,United Kingdom,,,,,,,,,,,,,,,,,,2500,,,,,,,,2500,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
555581070,Berney Marshes & Breydon Water,Europe,United Kingdom,,,150,,,,32,,,5000,5000,,,,,,,,,,,,,,,2545.5,Balmford et al. (2015),,,,,,,,,,,,,,,
138387,Lewes Downs,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,2800,,,,,,2800,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10971,Fyfield Down,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,3000,,,,,,3000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
1474,Glen Roy,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
11000,Pewsey Downs,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,3000,,,,,,3000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11727,Ynys Enlli (bardsey),Europe,United Kingdom,,,,,,,,,,,,,,,,,,3000,,,,,,,,3000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
140544,Castle Hill,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,3500,,,,,,3500,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10948,Blackwater Estuary,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,3764,,,,,,3764,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555581107,Wolves Wood Reserves,Europe,United Kingdom,,,3920,3650,,,4330,,,4000,4000,,,,,,,,,,,,,,,3980,Balmford et al. (2015),,,,,,,,,,,,,,,
142906,Claerwen,Europe,United Kingdom,,,,,,,,,,,,,,,,,,4000,,,,,,,,4000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
138390,Otmoor,Europe,United Kingdom,,,,,,,,,,3656,5000,,,,,,,,,,,,,,,4328,Balmford et al. (2015),,,,,,,,,,,,,,,
555581003,Haweswater,Europe,United Kingdom,,,5310,4574,6492,,4358,,3529,2532,3836,,,,,,,,,,,,,,,4375.86,Balmford et al. (2015),,,,,,,,,,,,,,,
10962,Colne Estuary,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,4500,,,,,,4500,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11040,Craigellachie,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,4500,4500,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
555581086,Loch Gruinart & Ardnave,Europe,United Kingdom,,,5261,4317,2593,977,155,,8060,5743,11000,,,,,,,,,,,,,,,4763.25,Balmford et al. (2015),,,,,,,,,,,,,,,
11083,Cors Erddreiniog,Europe,United Kingdom,,,,,,,,,,,,,,,,,,4785,,,,,,,,4785,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
555581034,Ken-Dee Marshes,Europe,United Kingdom,,,1964,3815,2035,,1000,,,10000,10000,,,,,,,,,,,,,,,4802.33,Balmford et al. (2015),,,,,,,,,,,,,,,
10957,Cavenham Heath,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,5000,,,,,,5000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11037,Clyde Valley Woodlands,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
11042,Flanders Moss,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
555581063,Geltsdale,Europe,United Kingdom,,,,,,,,,,5000,5000,,,,,,,,,,,,,,,5000,Balmford et al. (2015),,,,,,,,,,,,,,,
137332,Ham Street Woods,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,5000,,,,,,5000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11052,Loch Lomond,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
4484,Scolt Head Island,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,5000,,,,,,5000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10976,Hamford Water,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,5050,,,,,,5050,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555580985,Hayle Estuary,Europe,United Kingdom,,,5931,8185,5760,,,,350,6000,6000,,,,,,,,,,,,,,,5371,Balmford et al. (2015),,,,,,,,,,,,,,,
11046,Hermaness,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,5750,5750,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
10966,Cotswold Commons & Beechwoods,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,6000,,,,,,6000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
3231,Rhinog,Europe,United Kingdom,,,,,,,,,,,,,,,,,,6000,,,,,,,,6000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
11023,Woodwalton Fen,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,7000,,,,,,7000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11027,Wye,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,7000,,,,,,7000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
135652,Wood of Cree,Europe,United Kingdom,,,7936,5816,8792,5814,3950,,,8000,9288,,,,,,,,,,,,,,,7085.14,Balmford et al. (2015),,,,,,,,,,,,,,,
387444,Invereshie and Inshriach,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,7250,7250,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
15810,Moine Mhor,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,7250,7250,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
183432,Dee Estuary,Europe,United Kingdom,,,7675,6181,6849,3657,8940,,8175,8889,7643,,,,,,,,,,,,,,,7251.13,Balmford et al. (2015),,,,,,,,,,,,,,,
169619,Loch Fleet,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,7500,7500,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
1450,Rum,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,7500,7500,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
555580980,Coombes & Churnet Valleys,Europe,United Kingdom,,,9360,8636,4162,938,2538,,12000,12000,12000,,,,,,,,,,,,,,,7704.25,Balmford et al. (2015),,,,,,,,,,,,,,,
1483,Cairnsmore of Fleet,Europe,United Kingdom,,,,,,,,,,,,,,,,,,13321,4810,5335,5558,5698,,11541.93,,7710.66,Suzanne McIntyre (SNH) Pers. Commun.; Stewart Pritchard (SNH) Pers. Commun.; Thomas Hellawell (NRW) Pers. Commun.;Gina Gavigan (Welsh WT) Pers. Commun.,,,,,,,,,,,,,,,
10558,Ben Wyvis,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,8000,8000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
10990,Monks Wood,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,8000,,,,,,8000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11004,Roudsea Woods & Mosses,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,8000,,,,,,8000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555580997,Tudeley Woods,Europe,United Kingdom,,,,,,,,,,8000,8000,,,,,,,,,,,,,,,8000,Balmford et al. (2015),,,,,,,,,,,,,,,
555581090,Mid Yare Valley,Europe,United Kingdom,,,9134,10433,4612,3790,4263,,10452,10876,13077,,,,,,,,,,,,,,,8329.63,Balmford et al. (2015),,,,,,,,,,,,,,,
555581044,Northward Hill,Europe,United Kingdom,,,289,479,126,,,,,20500,21275,,,,,,,,,,,,,,,8533.8,Balmford et al. (2015),,,,,,,,,,,,,,,
10949,Blean Woods,Europe,United Kingdom,,,8603,8915,6700,5064,6993,,,12295,,,,,,,,,,,,,12349,,,8702.71,Balmford et al. (2015),,,,,,,,,,,,,,,
555581074,Campfield Marsh,Europe,United Kingdom,,,,,,,,,,8500,10000,,,,,,,,,,,,,,,9250,Balmford et al. (2015),,,,,,,,,,,,,,,
11043,Glasdrum Wood,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,9250,9250,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
169608,Elmley,Europe,United Kingdom,,,10604,9343,13621,3791,11613,,11600,11000,12500,,,,,,,5000,,2500,,,12000,,,9415.64,Balmford et al. (2015); Gareth ....(Elmley NNR) Pers. Commun.; Thomas Hellawell (NRW) Pers. Commun.; Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555580984,Ham Wall,Europe,United Kingdom,,,625,1880,2290,755,6050,,,19800,35600,,,,,,,,,,,,,,,9571.43,Balmford et al. (2015),,,,,,,,,,,,,,,
1452,Caerlaverock,Europe,United Kingdom,,,,,,,,,,,,,,,,,,7061,7228,7644,8198,13909,,,14506,9757.67,Suzanne McIntyre (SNH) Pers. Commun.; Stewart Pritchard (SNH) Pers. Commun.; Faith Hillier (WWT) Pers. Commun.,,,,,,,,,,,,,,,
555581055,Aylesbeare Common,Europe,United Kingdom,,,2500,10800,8500,4200,10970,,,16000,16000,,,,,,,,,,,,,,,9852.86,Balmford et al. (2015),,,,,,,,,,,,,,,
140578,West Sedgemoor,Europe,United Kingdom,,,9482,10300,6800,3700,8200,,11925,13935,15065,,,,,,,,,,,,,,,9925.88,Balmford et al. (2015),,,,,,,,,,,,,,,
11076,Coed Rheidol,Europe,United Kingdom,,,,,,,,,,,,,,,,,,10000,,,,,,,,10000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
137737,Exe Estuary,Europe,United Kingdom,,,,,,,,,10000,,,,,,,,,,,,,,,,,10000,Balmford et al. (2015),,,,,,,,,,,,,,,
10972,Gait Barrows,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,10000,,,,,,10000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
138307,Ludham - Potter Heigham Marshes,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,10000,,,,,,10000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10991,Morden Bog,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,10000,,,,,,10000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11065,Taynish,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,10000,10000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
136594,Ouse Washes,Europe,United Kingdom,,,,,,,,,11634,10365,10271,,,,,,,,,,,,,,,10756.67,Balmford et al. (2015),,,,,,,,,,,,,,,
142789,North Walney,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,11050,,,,,,11050,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11716,Holton Heath,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,12000,,,,,,12000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11010,Stodmarsh,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,12000,,,,,,12000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555581023,North Warren,Europe,United Kingdom,,,7100,4100,,1800,5700,,22400,22400,22400,,,,,,,,,,,,,,,12271.43,Balmford et al. (2015),,,,,,,,,,,,,,,
328950,Corrie Fee,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,13500,13500,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
555581039,Marshside,Europe,United Kingdom,,,11307,11290,4493,6991,13099,,12693,25000,25000,,,,,,,,,,,,,,,13734.13,Balmford et al. (2015),,,,,,,,,,,,,,,
137992,Nagshead,Europe,United Kingdom,,,13000,13860,12594,2800,,,18000,18000,18000,,,,,,,,,,,,,,,13750.57,Balmford et al. (2015),,,,,,,,,,,,,,,
11085,Craig Cerrig Gleisiad a Fan Frynych,Europe,United Kingdom,,,,,,,,,,,,,,,,,,15000,,,,,,,,15000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
137398,Dersingham Bog,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,15000,,,,,,15000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10981,Holme Fen,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,15000,,,,,,15000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
183421,Llanymynech & Llynclys Hills,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,11640,18651,18623,,,16304.67,Shaun Berkey (Shropshire Council) Pers. Commun.,,,,,,,,,,,,,,,
12456,Crymlyn Bog and Pant y Sais,Europe,United Kingdom,,,,,,,,,,,,,,,,,,20000,,,,,,,,20000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
11097,Whiteford,Europe,United Kingdom,,,,,,,,,,,,,,,,,,20000,,,,,,,,20000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
555581071,Blacktoft Sands,Europe,United Kingdom,,,22670,27304,19369,16269,19589,,19682,20568,21036,,,,,,,,,,,,,,,20810.88,Balmford et al. (2015),,,,,,,,,,,,,,,
555581095,Snettisham,Europe,United Kingdom,,,,,,,,,18716,17814,25999,,,,,,,,,,,,,,,20843,Balmford et al. (2015),,,,,,,,,,,,,,,
11593,Creag Meagaidh,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,21500,21500,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
555581115,Hodbarrow,Europe,United Kingdom,,,,,,,,,,23000,23000,,,,,,,,,,,,,,,23000,Balmford et al. (2015),,,,,,,,,,,,,,,
137111,Rutland Water,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,23236,,,23236,Rebecca Pitman (Leicestershire and Rutland WT) Pers. Commun.,,,,,,,,,,,,,,,
387442,Abernethy,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,100000,100000,Anna Pugh (RSPB Scotland) Pers. Commun.,,,,,,,,,,,,,,,
11016,Thursley,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,25000,,,,,,25000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
142825,Wistman Wood,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,25000,,,,,,25000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555581089,Mersehead,Europe,United Kingdom,,,,,,,,,24620,27010,27110,,,,,,,,,,,,,,,26246.67,Balmford et al. (2015),,,,,,,,,,,,,,,
11009,Stiperstones,Europe,United Kingdom,,,,,,,,,,,,,,,,28295.4,24074.4,25056.05,17735.13,24845.4,36847.05,38751.55,,,,27943.57,Ben Le Bas (NatEng) Pers. Commun.;Simon Cooter (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
10988,Martin Down,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,28000,,,,,,28000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555580988,Lochwinnoch,Europe,United Kingdom,,,21825,25948,25431,5755,34883,,40781,40336,34110,,,,,,,,29644,28713,29767,28415,23564,,,28397.85,Balmford et al. (2015); Anna Pugh (RSPB Scotland) Pers. Commun.,,,,,,,,,,,,,,,
10946,Axmouth-lyme Regis Undercliffs,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,29500,,,,,,29500,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
142776,Humberhead Peatlands,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,30000,,,,,,30000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
20579,Kenfig Pools and Dunes,Europe,United Kingdom,,,,,,,,,,,,,,,,,,30000,,,,,,,,30000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
1489,Forvie,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,30750,30750,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
10954,Bure Marshes,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,32370,,,,,,32370,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
12461,Benacre,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,36000,,,,,,36000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
93108,Fairburn Ings,Europe,United Kingdom,,,56202,42601,59900,22415,24523,,29665,23957,,,,,,,,,,,,,40666,,,37491.13,Balmford et al. (2015),,,,,,,,,,,,,,,
555581079,Freiston Shore,Europe,United Kingdom,,,,,,,,,,,,,,,49518,46506,47359,24687,21762,,,,,,,37966.4,Chris Andrews (RSPB) Pers. Commun.,,,,,,,,,,,,,,,
10944,Aston Rowant,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,40000,,,,,,40000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11082,Cors Caron,Europe,United Kingdom,,,,,,,,,,,,,,,,,,40000,,,,,,,,40000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
142802,Spurn Head,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,41772,41772,Phillip Whelpdale (Yorkshire WT) Pers. Commun.,,,,,,,,,,,,,,,
11093,Ogof Ffynnon Ddu,Europe,United Kingdom,,,,,,,,,,,,,,,,,,43000,,,,,,,,43000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
136332,Arne,Europe,United Kingdom,,,33487,62810,26818,20700,44500,,41725,64755,58778,,,,,,,,,,,,,,,44196.63,Balmford et al. (2015),,,,,,,,,,,,,,,
555580996,The Lodge,Europe,United Kingdom,,,38275,39603,36315,40450,47094,,60674,51461,45575,,,,,,,,,,,,,,,44930.88,Balmford et al. (2015),,,,,,,,,,,,,,,
555581078,Frampton Marsh,Europe,United Kingdom,,,,,,,,,,,,,,,42540,44028,42474,41598,45956,46268,52009,52237,55947,35712,,47006.33,Chris Andrews (RSPB) Pers. Commun.,2019 data from Jan-July,,,,,,,,,,,,,,
11070,Cader Idris,Europe,United Kingdom,,,,,,,,,,,,,,,,,,49240,,,,,,,,49240,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
10941,Ainsdale Sand Dunes,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,50000,,,,,,50000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
1453,Beinn Eighe,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
11079,Coedydd Aber,Europe,United Kingdom,,,,,,,,,,,,,,,,,,50000,,,,,,,,50000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
11723,The Wash,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,57500,,,,,,57500,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
146718,Pulborough Brooks,Europe,United Kingdom,,,28067,79709,17585,22049,29179,,121956,90000,97323,,,,,,,,,,,,,,,60733.5,Balmford et al. (2015),,,,,,,,,,,,,,,
135798,"Culbin Sands, Culbin Forest and Findhorn Bay",Europe,United Kingdom,,,,,,,,,,,,,,,,,,65084,58022,59665,63318,63133,63133,,,62059.17,"Justin Livesey (FSL, East) Pers. Commun.",,,,,,,,,,,,,,,
137515,"Martin Mere, Burscough",Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,62155,62155,Nick Brooks (WWT) Pers. Commun.,,,,,,,,,,,,,,,
1488,Muir of Dinnet,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,62500,62500,Stewart Pritchard (SNH) Pers. Commun.,,,,,,,,,,,,,,,
142808,Teesmouth,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,25000,,,,100000,,62500,Joe Davies (NatEng NE) Pers. Commun.; Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
140154,The Cheddar Complex,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,71869,,,71869,Abby Rymill (Somerset WT) Pers. Commun.,,,,,,,,,,,,,,,
10982,Kingley Vale,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,75000,,,,,,75000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
11008,Shapwick Heath,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,75000,,,,,,75000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555581091,Minsmere,Europe,United Kingdom,,,68247,69371,57341,64300,69625,,88222,91944,109790,,,,,,,,,,,,,,,77355,Balmford et al. (2015),,,,,,,,,,,,,,,
137433,Leighton Moss,Europe,United Kingdom,,,92531,85546,61891,33635,105341,,119602,54929,76400,,,,,,,,,,,,,,,78734.38,Balmford et al. (2015),,,,,,,,,,,,,,,
555581048,Saltholme,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,79000,79000,Chris Francis (RSPB) Pers. Commun.,,,,,,,,,,,,,,,
169641,Afon Teifi,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,80000,80000,Gina Gavigan (Welsh WT) Pers. Commun.,,,,,,,,,,,,,,,
555595739,Newport Wetlands,Europe,United Kingdom,,,,,,,,,,,,,,,,,,94392,,,,,,,,94392,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
11713,Castle Eden Dene,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,100000,,,,,,100000,Ben Le Bas (NatEng) Pers. Commun.; Joe Davies (NatEng NE) Pers. Commun.,,,,,,,,,,,,,,,
169607,East Dartmoor Woods & Heaths,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,100000,,,,,,100000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
93271,Ingleborough,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,100000,,,,,,100000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
183409,Merthyr Mawr Warren,Europe,United Kingdom,,,,,,,,,,,,,,,,,,100000,,,,,,,,100000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
183410,Suffolk Coast,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,100000,,,,,,100000,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
555581097,Titchwell Marsh,Europe,United Kingdom,,,137700,136730,114414,111005,95690,,111332,91166,86974,,,,,,,,,,,,75000,,,106667.89,Balmford et al. (2015); Hayley Roan (RSPB) Pers. Commun.,,,,,,,,,,,,,,,
3232,Morfa Harlech,Europe,United Kingdom,,,,,,,,,,,,,,,,,,120000,,,,,,,,120000,Thomas Hellawell (NRW) Pers. Commun.,,,,,,,,,,,,,,,
